env,candidate_id,failure,visual_actionability,learned_visual_actionability,visual_smoothness,visual_path_length
nonholonomic_car,0,0,0.0008621796965894286,0.039112564037927754,0.5209570593784099,1.3920330064199409
nonholonomic_car,1,0,0.0014359200296073318,0.021515923157569432,1.1077768484183094e-30,1.0826586931739277
nonholonomic_car,2,1,0.17502375852723528,0.06930125681862868,1.2516618708572646e-30,1.333767561743797
nonholonomic_car,3,1,0.1491747279331229,0.17475700531004806,1.800383386137493e-30,1.3991598019935916
nonholonomic_car,4,1,0.16453133082195998,0.16114215351969768,0.7080184872973918,1.4696853985253673
nonholonomic_car,5,0,0.0009272280536343723,0.04715394594789824,0.8053812527578162,1.5736786936798044
nonholonomic_car,6,0,0.0003452260547353552,0.02838287366727005,6.775621672267523e-31,1.5579034691994147
nonholonomic_car,7,1,0.12222582944560278,0.04814302895264726,8.726388578018566e-31,1.1145848728137417
nonholonomic_car,8,1,0.05493038287950437,0.07024775296442377,6.113142384728135e-31,0.9068766050667278
nonholonomic_car,9,1,0.29869025027119384,0.2016370996810922,1.3953596452900028,1.6640312957273782
nonholonomic_car,10,0,0.0008746262900282633,0.05192821380354031,0.6816201681094138,1.516096029481804
nonholonomic_car,11,0,0.0013298965239161998,0.02306809715970146,4.744483279014884e-31,1.1660666217207574
nonholonomic_car,12,1,0.1635444688757959,0.08261501748044608,9.457278991913522e-31,1.289286924721774
nonholonomic_car,13,1,0.07358033250816762,0.0914619784617145,7.797127379851724e-31,1.0360069670844667
nonholonomic_car,14,1,0.24914141452140498,0.20856551352785777,1.0961818954014888,1.5450787526141216
nonholonomic_car,15,0,0.0006682029446073523,0.04703583558977943,0.46610888794729083,1.2313573103731492
nonholonomic_car,16,0,0.0005316237893924739,0.04318332124938826,4.6688913750536175e-30,1.9101706322689784
nonholonomic_car,17,1,0.21646785250898962,0.1100042425334656,1.1798246839316207e-30,1.4832977989548979
nonholonomic_car,18,1,0.09364839040255558,0.09715075015909988,1.2167303164909411e-30,1.0699100670017916
nonholonomic_car,19,1,0.14507262497287948,0.15541617823851947,0.9950565027079685,1.8837707762376315
nonholonomic_car,20,0,0.000756299447515432,0.06736056190152348,0.4818133805830589,1.3266989841249373
nonholonomic_car,21,0,0.0005861591079806565,0.025003382208038785,6.664815989501244e-31,1.2920280638604293
nonholonomic_car,22,1,0.16905689559802578,0.06825175633421769,7.4716452192502815e-31,1.3108351932785773
nonholonomic_car,23,1,0.0672369220560586,0.07803104314633794,4.181193909264689e-31,0.9202977500779276
nonholonomic_car,24,1,0.17522561575035228,0.1456361886955623,0.667763418272175,1.3721939734012738
nonholonomic_car,25,0,0.0008777285266757918,0.022681271105118115,0.4414563904906377,1.2347190083093618
nonholonomic_car,26,0,0.0005995854362000095,0.02568826813518379,2.155973624605869e-30,1.5790727856614202
nonholonomic_car,27,1,0.2178810876416322,0.11167002024224854,1.050017005679921e-30,1.4881318615210275
nonholonomic_car,28,1,0.11829863669308822,0.1566882720044639,1.0205502775307963e-30,1.3471068406764124
nonholonomic_car,29,1,0.18860907192749324,0.15647137184271764,0.9232325746925153,1.4719390911835981
nonholonomic_car,30,0,0.0008974985910057797,0.029116587375059663,0.42960171467705643,1.3176851099917426
nonholonomic_car,31,0,0.005293350933077995,0.053073216297303966,2.4680070013593282e-30,1.8649496514882633
nonholonomic_car,32,1,0.17333904315201604,0.08363298247882112,1.3085731007139074e-30,1.3273328577785684
nonholonomic_car,33,1,0.15862185900908388,0.13468672750291402,6.559958131825974e-31,1.3606909882621863
nonholonomic_car,34,1,0.15085241490372917,0.1667777840355376,1.1704896843613988,1.9844033028311234
nonholonomic_car,35,0,0.0008070934833883963,0.015273366880591345,0.7841833503340249,1.5674766352785816
nonholonomic_car,36,0,0.0010222559517250192,0.020669456874516618,9.637582898211009e-31,1.5060330655146068
nonholonomic_car,37,1,0.1507584270465068,0.07374869877309567,1.231824792430076e-30,1.2378626144374887
nonholonomic_car,38,1,0.08732379320374979,0.11478671366712168,8.228776428637514e-31,1.1591067240305373
nonholonomic_car,39,1,0.14850401513765724,0.14144456912606174,0.8336552466510616,1.4088108066984648
nonholonomic_car,40,0,0.0008459801505514487,0.02760080950268857,0.7018394768223759,1.4441117208932517
nonholonomic_car,41,0,0.0003003930454694848,0.02478998607898352,6.745844460795516e-31,1.4262211842337968
nonholonomic_car,42,1,0.18063854365855522,0.07053286784790333,8.813055425515991e-31,1.3549924007370002
nonholonomic_car,43,1,0.057744635237717175,0.07096098927124443,1.0629448104316203e-30,0.9210124281934127
nonholonomic_car,44,1,0.1601727344336158,0.14720365320611056,0.996910670817825,1.7736594448739313
nonholonomic_car,45,0,0.0009318628421407424,0.07339679677699862,0.5580621457082431,1.3859153583730128
nonholonomic_car,46,0,0.0027227701402665746,0.01400667126620324,1.4186881452842476e-30,1.4930352076716626
nonholonomic_car,47,1,0.10005926756412717,0.03971058974847895,3.743044846916593e-31,1.0084637869283055
nonholonomic_car,48,1,0.06486855420561706,0.08180295786050576,8.463499140609708e-31,0.985161047337285
nonholonomic_car,49,1,0.13118040300623168,0.13347317636786915,0.7646601053806258,1.4062885285818296
nonholonomic_car,50,0,0.0011328406065236926,0.06493255224340465,0.552148272534966,1.5250571632937728
nonholonomic_car,51,0,0.0005769615509892615,0.02909287681266294,9.594050110620396e-31,1.4465020373456652
nonholonomic_car,52,1,0.08853420552136995,0.035485918248435805,5.5158633607250435e-31,0.9486089003966371
nonholonomic_car,53,1,0.06289031421363628,0.09523013451046004,9.833798296041226e-31,1.1119048879744786
nonholonomic_car,54,1,0.1906709056928966,0.19273804348747028,1.2470842958196193,1.6438856441395715
nonholonomic_car,55,0,0.0009201141409127538,0.04285620493008304,0.6597422566165891,1.4606929434030598
nonholonomic_car,56,0,0.006008662849629674,0.05905248777502148,1.6237515361128785e-30,1.9334551447031305
