env,dx,dy,residual
point_mass,-0.22,-0.22,0.00015463258785942494
point_mass,-0.22,-0.20705882352941177,0.0001458040837082813
point_mass,-0.22,-0.19411764705882353,0.00013751064041478273
point_mass,-0.22,-0.1811764705882353,0.00012975225797892922
point_mass,-0.22,-0.16823529411764707,0.0001225289364007208
point_mass,-0.22,-0.1552941176470588,0.00011584067568015742
point_mass,-0.22,-0.14235294117647057,0.00010968747581723912
point_mass,-0.22,-0.12941176470588234,0.00010406933681196591
point_mass,-0.22,-0.11647058823529412,9.898625866433776e-05
point_mass,-0.22,-0.10352941176470588,9.443824137435467e-05
point_mass,-0.22,-0.09058823529411764,9.042528494201665e-05
point_mass,-0.22,-0.0776470588235294,8.694738936732371e-05
point_mass,-0.22,-0.06470588235294117,8.400455465027583e-05
point_mass,-0.22,-0.051764705882352935,8.159678079087302e-05
point_mass,-0.22,-0.0388235294117647,7.972406778911527e-05
point_mass,-0.22,-0.025882352941176467,7.83864156450026e-05
point_mass,-0.22,-0.012941176470588234,7.758382435853499e-05
point_mass,-0.22,0.0,7.731629392971247e-05
point_mass,-0.22,0.012941176470588234,7.758382435853499e-05
point_mass,-0.22,0.025882352941176467,7.83864156450026e-05
point_mass,-0.22,0.03882352941176473,7.972406778911527e-05
point_mass,-0.22,0.05176470588235296,8.159678079087303e-05
point_mass,-0.22,0.0647058823529412,8.400455465027583e-05
point_mass,-0.22,0.07764705882352943,8.694738936732371e-05
point_mass,-0.22,0.09058823529411766,9.042528494201665e-05
point_mass,-0.22,0.1035294117647059,9.443824137435467e-05
point_mass,-0.22,0.11647058823529413,9.898625866433776e-05
point_mass,-0.22,0.12941176470588237,0.00010406933681196591
point_mass,-0.22,0.1423529411764706,0.00010968747581723915
point_mass,-0.22,0.15529411764705883,0.00011584067568015743
point_mass,-0.22,0.16823529411764707,0.0001225289364007208
point_mass,-0.22,0.1811764705882353,0.00012975225797892922
point_mass,-0.22,0.19411764705882353,0.00013751064041478273
point_mass,-0.22,0.20705882352941177,0.0001458040837082813
point_mass,-0.22,0.22,0.00015463258785942494
point_mass,-0.20705882352941177,-0.22,0.0001458040837082813
point_mass,-0.20705882352941177,-0.20705882352941177,0.00013697557955713764
point_mass,-0.20705882352941177,-0.19411764705882353,0.0001286821362636391
point_mass,-0.20705882352941177,-0.1811764705882353,0.00012092375382778559
point_mass,-0.20705882352941177,-0.16823529411764707,0.00011370043224957717
point_mass,-0.20705882352941177,-0.1552941176470588,0.00010701217152901378
point_mass,-0.20705882352941177,-0.14235294117647057,0.00010085897166609549
point_mass,-0.20705882352941177,-0.12941176470588234,9.524083266082227e-05
point_mass,-0.20705882352941177,-0.11647058823529412,9.015775451319411e-05
point_mass,-0.20705882352941177,-0.10352941176470588,8.560973722321103e-05
point_mass,-0.20705882352941177,-0.09058823529411764,8.1596780790873e-05
point_mass,-0.20705882352941177,-0.0776470588235294,7.811888521618006e-05
point_mass,-0.20705882352941177,-0.06470588235294117,7.517605049913219e-05
point_mass,-0.20705882352941177,-0.051764705882352935,7.276827663972937e-05
point_mass,-0.20705882352941177,-0.0388235294117647,7.089556363797163e-05
point_mass,-0.20705882352941177,-0.025882352941176467,6.955791149385896e-05
point_mass,-0.20705882352941177,-0.012941176470588234,6.875532020739137e-05
point_mass,-0.20705882352941177,0.0,6.848778977856882e-05
point_mass,-0.20705882352941177,0.012941176470588234,6.875532020739137e-05
point_mass,-0.20705882352941177,0.025882352941176467,6.955791149385896e-05
point_mass,-0.20705882352941177,0.03882352941176473,7.089556363797163e-05
point_mass,-0.20705882352941177,0.05176470588235296,7.276827663972939e-05
point_mass,-0.20705882352941177,0.0647058823529412,7.517605049913219e-05
point_mass,-0.20705882352941177,0.07764705882352943,7.811888521618006e-05
point_mass,-0.20705882352941177,0.09058823529411766,8.159678079087302e-05
point_mass,-0.20705882352941177,0.1035294117647059,8.560973722321103e-05
point_mass,-0.20705882352941177,0.11647058823529413,9.015775451319411e-05
point_mass,-0.20705882352941177,0.12941176470588237,9.524083266082228e-05
point_mass,-0.20705882352941177,0.1423529411764706,0.00010085897166609551
point_mass,-0.20705882352941177,0.15529411764705883,0.00010701217152901381
point_mass,-0.20705882352941177,0.16823529411764707,0.00011370043224957717
point_mass,-0.20705882352941177,0.1811764705882353,0.00012092375382778559
point_mass,-0.20705882352941177,0.19411764705882353,0.0001286821362636391
point_mass,-0.20705882352941177,0.20705882352941177,0.00013697557955713764
point_mass,-0.20705882352941177,0.22,0.0001458040837082813
point_mass,-0.19411764705882353,-0.22,0.0001375106404147827
point_mass,-0.19411764705882353,-0.20705882352941177,0.0001286821362636391
point_mass,-0.19411764705882353,-0.19411764705882353,0.00012038869297014053
point_mass,-0.19411764705882353,-0.1811764705882353,0.00011263031053428702
point_mass,-0.19411764705882353,-0.16823529411764707,0.00010540698895607858
point_mass,-0.19411764705882353,-0.1552941176470588,9.871872823551522e-05
point_mass,-0.19411764705882353,-0.14235294117647057,9.256552837259692e-05
point_mass,-0.19411764705882353,-0.12941176470588234,8.694738936732371e-05
point_mass,-0.19411764705882353,-0.11647058823529412,8.186431121969555e-05
point_mass,-0.19411764705882353,-0.10352941176470588,7.731629392971247e-05
point_mass,-0.19411764705882353,-0.09058823529411764,7.330333749737443e-05
point_mass,-0.19411764705882353,-0.0776470588235294,6.982544192268149e-05
point_mass,-0.19411764705882353,-0.06470588235294117,6.688260720563362e-05
point_mass,-0.19411764705882353,-0.051764705882352935,6.447483334623081e-05
point_mass,-0.19411764705882353,-0.0388235294117647,6.260212034447307e-05
point_mass,-0.19411764705882353,-0.025882352941176467,6.12644682003604e-05
point_mass,-0.19411764705882353,-0.012941176470588234,6.046187691389279e-05
point_mass,-0.19411764705882353,0.0,6.019434648507026e-05
point_mass,-0.19411764705882353,0.012941176470588234,6.046187691389279e-05
point_mass,-0.19411764705882353,0.025882352941176467,6.12644682003604e-05
point_mass,-0.19411764705882353,0.03882352941176473,6.260212034447307e-05
point_mass,-0.19411764705882353,0.05176470588235296,6.447483334623083e-05
point_mass,-0.19411764705882353,0.0647058823529412,6.688260720563362e-05
point_mass,-0.19411764705882353,0.07764705882352943,6.982544192268149e-05
point_mass,-0.19411764705882353,0.09058823529411766,7.330333749737445e-05
point_mass,-0.19411764705882353,0.1035294117647059,7.731629392971247e-05
point_mass,-0.19411764705882353,0.11647058823529413,8.186431121969555e-05
point_mass,-0.19411764705882353,0.12941176470588237,8.694738936732372e-05
point_mass,-0.19411764705882353,0.1423529411764706,9.256552837259693e-05
point_mass,-0.19411764705882353,0.15529411764705883,9.871872823551522e-05
point_mass,-0.19411764705882353,0.16823529411764707,0.00010540698895607858
